-3.377159089898629230e-01,5.970488765551853483e-01,1.649826028490252727e-01,-4.472340469857470913e-01
-3.377264552706366607e-01,5.970168349520933448e-01,1.649798042269640941e-01,-4.472098237251876940e-01
-3.376718441504774071e-01,5.969833048371055995e-01,1.649806026194006459e-01,-4.471081023255948361e-01
-3.360165004499979235e-01,5.953840170459036019e-01,1.670100688262030619e-01,-4.461661673037795595e-01
-3.360294848965453829e-01,5.953706906114250019e-01,1.670014225133288344e-01,-4.461706750321711157e-01
-3.359934766197649747e-01,5.952954770198310985e-01,1.668558795032071829e-01,-4.461926157673706261e-01
-3.360886043482300134e-01,5.952294282415735438e-01,1.668472583524882313e-01,-4.461945049312168177e-01
-3.358480969182742193e-01,5.951663317600421887e-01,1.666722953265578344e-01,-4.460717263968730362e-01
-3.358368757532680382e-01,5.951416330661725151e-01,1.666919871160809918e-01,-4.460663951924878079e-01
-3.357813501414981805e-01,5.953376007256919733e-01,1.666720778026075933e-01,-4.462519444195667817e-01
-3.359552017740337071e-01,5.956337563840254923e-01,1.669034971233529230e-01,-4.463062474372307409e-01
-3.359530933327709024e-01,5.956273111650269847e-01,1.669041519747064550e-01,-4.463073875188992012e-01
-3.359378800325834580e-01,5.956381967381334519e-01,1.669102972592175771e-01,-4.463061643459438899e-01
-3.333769316345286393e-01,5.955322053288145678e-01,1.662851620697655963e-01,-4.466545670777851140e-01
-3.333868626258738588e-01,5.954949228173366249e-01,1.662998465301474826e-01,-4.466662175937043955e-01
-3.334190098759812759e-01,5.955188854065343040e-01,1.664530861963509634e-01,-4.466215583669548850e-01
-3.334221851440105633e-01,5.955066467547616149e-01,1.664578201762491882e-01,-4.466220415682148337e-01
-3.331216000283276912e-01,5.955742969315429569e-01,1.665122888611166585e-01,-4.466842663590766538e-01
-3.331589901500272011e-01,5.955876289660313461e-01,1.664222348387036088e-01,-4.466283477320028283e-01
-3.331520723497449765e-01,5.956001865033460074e-01,1.663807781075573033e-01,-4.465953039271731706e-01
-3.331979022736658025e-01,5.955429276305085340e-01,1.664674282907898928e-01,-4.465500501350305185e-01
-3.330282441844903407e-01,5.954726094042402940e-01,1.663235520117535282e-01,-4.463730159127075048e-01
-3.332195565699209716e-01,5.956952389786414059e-01,1.666380519325530163e-01,-4.464380340828870142e-01
-3.332229067714911896e-01,5.956761180617174967e-01,1.666783806918941679e-01,-4.463983500401981774e-01
-3.332000235923962550e-01,5.956950349809086998e-01,1.666790201914269409e-01,-4.463707068639588549e-01
-3.332395221096789428e-01,5.955945292748309194e-01,1.666393073320008300e-01,-4.463992124934960670e-01
-3.332090982671431778e-01,5.959431874214287106e-01,1.665541142988236634e-01,-4.464079083183243313e-01
-3.332114630029778812e-01,5.959418730997376734e-01,1.665522151743105694e-01,-4.464118505760615863e-01
-3.327307663679673899e-01,5.954671545177386838e-01,1.665985230345042312e-01,-4.464057489634296050e-01
-3.320693340382522840e-01,5.965380330686567145e-01,1.662841835447160244e-01,-4.467442418855543385e-01
-3.321037952923993619e-01,5.965811224918495803e-01,1.662973535381018497e-01,-4.467304456841577065e-01
-3.325863011796333923e-01,5.961144855977201784e-01,1.668544368272373291e-01,-4.466086847519165071e-01
-3.325901941400430384e-01,5.961118491113480689e-01,1.668501618277639653e-01,-4.466087666445909821e-01
-3.327102626129873064e-01,5.961018458705596990e-01,1.668441954457554610e-01,-4.465473995531088480e-01
-3.326812050976402646e-01,5.960675116452752720e-01,1.669260767104273901e-01,-4.465960203470697443e-01
-3.326831735647902133e-01,5.960672275407563614e-01,1.669270173997294826e-01,-4.465977707574714795e-01
-3.322810534231996904e-01,5.960655341492391290e-01,1.672501136663918087e-01,-4.463905860601158904e-01
-3.322794603006773984e-01,5.960647949702906345e-01,1.672508780846681531e-01,-4.463931229335093009e-01
-3.321374768793765586e-01,5.955314023769562315e-01,1.673873074452167653e-01,-4.464806316413209575e-01
-3.321523507495954264e-01,5.954878326384612786e-01,1.673770244303843246e-01,-4.464880007980640553e-01
-3.321529869107668342e-01,5.955465175930149124e-01,1.674597237586785969e-01,-4.465542671679092468e-01
-3.321015681572533906e-01,5.954720921983110982e-01,1.674922783154056682e-01,-4.466094356081347638e-01
-3.320975664427823215e-01,5.954738986017403812e-01,1.674942393072501312e-01,-4.466081559652393951e-01
-3.321752873377679660e-01,5.954610496411093523e-01,1.673584378109202464e-01,-4.464911342761053170e-01
-3.322217781806007797e-01,5.954866231962221423e-01,1.673493585848478959e-01,-4.464639689018463087e-01
-3.322419766367745719e-01,5.954861388019805357e-01,1.673268748089865310e-01,-4.464334279840138087e-01
-3.324852465980348559e-01,5.962395055389148046e-01,1.672766728522325774e-01,-4.468196904608828235e-01
-3.325819696745187515e-01,5.962449378185515902e-01,1.672147689495913636e-01,-4.469593862940723361e-01
-3.325502900839780174e-01,5.962697368428394595e-01,1.671859099007410587e-01,-4.469451434807307777e-01
-3.329610299454977551e-01,5.963684789196241898e-01,1.671727079352589296e-01,-4.468055868630435024e-01
-3.708421153472911125e-01,5.885146565110088712e-01,1.652962662277896178e-01,-4.393889663925162892e-01
-3.757397054300067318e-01,5.967263909956678214e-01,1.721175082586548222e-01,-4.477077913778227947e-01
-3.762010243395043085e-01,5.973594551046295109e-01,1.710854104145363708e-01,-4.481164790377356044e-01
-3.759408384384185231e-01,5.974128865543912870e-01,1.702874177211032014e-01,-4.493690572294879448e-01
-3.750725221580439861e-01,6.009362366773648434e-01,1.698598418878999594e-01,-4.488919661269293870e-01
-3.710285804109032526e-01,6.012003879163884124e-01,1.709136788093565673e-01,-4.459785877928343911e-01
-3.695143303949395275e-01,5.995715213481953576e-01,1.735782136725231850e-01,-4.429502300078397847e-01
-3.680377079440577126e-01,5.977174411033009394e-01,1.739037711135352215e-01,-4.516244064828501825e-01
-3.598464430420750260e-01,6.064984803720068207e-01,1.780261524948738572e-01,-4.461232183427790154e-01
-3.597360335222134498e-01,6.064625213076965116e-01,1.780071488098150523e-01,-4.460609201470329688e-01
-3.597385460352501285e-01,6.065706583272056918e-01,1.779421618189132859e-01,-4.460167010950659705e-01
-3.655657491278782034e-01,6.094792097438549439e-01,1.781958539918047368e-01,-4.493017639432005383e-01
-3.655247361642141590e-01,6.094985840756311779e-01,1.783797387016115010e-01,-4.492041980735249629e-01
-3.724940572567309038e-01,6.024329140179041087e-01,1.728732635959801534e-01,-4.500089443227218711e-01
-3.724844597689340175e-01,6.024051164177998130e-01,1.728770893558824739e-01,-4.499908376614114580e-01
-3.725138474405536582e-01,6.023620557546436327e-01,1.729186705148868797e-01,-4.500636833834036898e-01
-3.717622637798425611e-01,6.019244056403519894e-01,1.736683770489608758e-01,-4.492264332350345279e-01
-3.700388813609018501e-01,6.024640488738098876e-01,1.732627393517890690e-01,-4.478183074686167831e-01
-3.700393636091448002e-01,6.024629860361137013e-01,1.732627112555112370e-01,-4.478185868473429920e-01
-3.691229175701726262e-01,6.015429328795227626e-01,1.742941121403219218e-01,-4.476863792187017466e-01
-3.691224096438132651e-01,6.015426468547059313e-01,1.742947870167162738e-01,-4.476907120435515974e-01
-3.701685852803731636e-01,5.951440849489777474e-01,1.708760829569946071e-01,-4.529784468832954158e-01
-3.695335577753529610e-01,5.948022476805476799e-01,1.702177786687482097e-01,-4.545706808139187149e-01
-3.694965371545316790e-01,5.950117285443106141e-01,1.702210110361900564e-01,-4.544662378039900363e-01
-3.733531337392493321e-01,5.949825454152539717e-01,1.715561823549412168e-01,-4.505113087698395247e-01
-3.733676544928762331e-01,5.948932033153526699e-01,1.715223005730678318e-01,-4.504817840948523999e-01
