-4.142118588421717096e-02,-2.129854440186058212e-02,-9.310763986561315653e-01,5.527310948805713720e-01
-4.218221852819786788e-02,-2.857901238339415756e-02,-9.334310702492549794e-01,5.510792183797679211e-01
-4.323686189730563401e-02,-2.846300549271582603e-02,-9.335455672803196769e-01,5.509471441329716335e-01
-4.009002892030578274e-02,-2.577886536465082146e-02,-9.320083964385198483e-01,5.539929310411740859e-01
-4.268064757602072629e-02,-2.351232364786045789e-02,-9.288614641572813246e-01,5.537973015856740844e-01
-4.112567091208861603e-02,-2.351758969478217817e-02,-9.303231652530896678e-01,5.535459511896650975e-01
-4.940291088531672398e-02,-6.263496446528231398e-02,-9.080380965520902237e-01,5.445989053582989126e-01
-5.428333934880236883e-02,-6.861719632724647133e-02,-9.093684213497145175e-01,5.423749206282045821e-01
-5.409249224114472121e-02,-6.846981033699656161e-02,-9.094932395763692945e-01,5.422740526157435736e-01
-5.433505686016175396e-02,-6.821379199106816782e-02,-9.097063418178162886e-01,5.426130168402442111e-01
-5.492654412828703453e-02,-6.921495655949461145e-02,-9.105297332067057159e-01,5.426330990631742512e-01
-5.698993132857223948e-02,-6.818341708353871378e-02,-9.113893946359250542e-01,5.435292856457033528e-01
-5.699589226485737153e-02,-6.819330601508953593e-02,-9.113947704900301483e-01,5.435192582681321882e-01
-5.684875288621538819e-02,-6.777521320978960317e-02,-9.120560519858300630e-01,5.432382289411213927e-01
-5.598164102421693267e-02,-6.897912666718342134e-02,-9.121022232990847467e-01,5.436177988244975667e-01
-5.613438745644889344e-02,-6.888542911462657015e-02,-9.121916850313791514e-01,5.434639888837431432e-01
-5.613520761878209447e-02,-6.825110686606349064e-02,-9.120180292031542235e-01,5.440651434824012034e-01
-5.753629489590322138e-02,-7.609982013080787699e-02,-9.039360727061035439e-01,5.365694330384426225e-01
-5.821352299126052177e-02,-7.696000608388382791e-02,-9.036804885156171085e-01,5.375254190405399646e-01
-5.820880993412556881e-02,-7.701436347153925444e-02,-9.037110312757451469e-01,5.374955979412868734e-01
